"X0","X1","Overall","var","Variables","Resample"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",12,"Fold01"
44.2694080014547,44.2694080014547,44.2694080014547,"BounceRates",12,"Fold01"
44.215148398372,44.215148398372,44.215148398372,"ProductRelated_Duration",12,"Fold01"
42.7562536620649,42.7562536620649,42.7562536620649,"Administrative_Duration",12,"Fold01"
41.1203343169385,41.1203343169385,41.1203343169385,"Browser",12,"Fold01"
40.9247481306754,40.9247481306754,40.9247481306754,"Administrative",12,"Fold01"
29.6905228747753,29.6905228747753,29.6905228747753,"Informational_Duration",12,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",11,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",11,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",11,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",11,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",11,"Fold01"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",11,"Fold01"
44.2694080014547,44.2694080014547,44.2694080014547,"BounceRates",11,"Fold01"
44.215148398372,44.215148398372,44.215148398372,"ProductRelated_Duration",11,"Fold01"
42.7562536620649,42.7562536620649,42.7562536620649,"Administrative_Duration",11,"Fold01"
41.1203343169385,41.1203343169385,41.1203343169385,"Browser",11,"Fold01"
40.9247481306754,40.9247481306754,40.9247481306754,"Administrative",11,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",10,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",10,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",10,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",10,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",10,"Fold01"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",10,"Fold01"
44.2694080014547,44.2694080014547,44.2694080014547,"BounceRates",10,"Fold01"
44.215148398372,44.215148398372,44.215148398372,"ProductRelated_Duration",10,"Fold01"
42.7562536620649,42.7562536620649,42.7562536620649,"Administrative_Duration",10,"Fold01"
41.1203343169385,41.1203343169385,41.1203343169385,"Browser",10,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",9,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",9,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",9,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",9,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",9,"Fold01"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",9,"Fold01"
44.2694080014547,44.2694080014547,44.2694080014547,"BounceRates",9,"Fold01"
44.215148398372,44.215148398372,44.215148398372,"ProductRelated_Duration",9,"Fold01"
42.7562536620649,42.7562536620649,42.7562536620649,"Administrative_Duration",9,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",8,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",8,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",8,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",8,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",8,"Fold01"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",8,"Fold01"
44.2694080014547,44.2694080014547,44.2694080014547,"BounceRates",8,"Fold01"
44.215148398372,44.215148398372,44.215148398372,"ProductRelated_Duration",8,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",7,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",7,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",7,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",7,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",7,"Fold01"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",7,"Fold01"
44.2694080014547,44.2694080014547,44.2694080014547,"BounceRates",7,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",6,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",6,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",6,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",6,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",6,"Fold01"
44.3142262169046,44.3142262169046,44.3142262169046,"TrafficType",6,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",5,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",5,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",5,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",5,"Fold01"
46.3894591617556,46.3894591617556,46.3894591617556,"ProductRelated",5,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",4,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",4,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",4,"Fold01"
51.4679494244878,51.4679494244878,51.4679494244878,"ExitRates",4,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",3,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",3,"Fold01"
65.9170506971884,65.9170506971884,65.9170506971884,"Region",3,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",2,"Fold01"
71.8416925531134,71.8416925531134,71.8416925531134,"Month",2,"Fold01"
234.51344507727,234.51344507727,234.51344507727,"PageValues",1,"Fold01"
237.4110225363,237.4110225363,237.4110225363,"PageValues",17,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",17,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",17,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",17,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",17,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",17,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",17,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",17,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",17,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",17,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",17,"Fold02"
31.6612104880331,31.6612104880331,31.6612104880331,"Informational_Duration",17,"Fold02"
29.5333365902607,29.5333365902607,29.5333365902607,"OperatingSystems",17,"Fold02"
27.5933300045904,27.5933300045904,27.5933300045904,"Weekend",17,"Fold02"
23.6521287823393,23.6521287823393,23.6521287823393,"Informational",17,"Fold02"
18.6416979152428,18.6416979152428,18.6416979152428,"VisitorType",17,"Fold02"
7.75097387921125,7.75097387921125,7.75097387921125,"SpecialDay",17,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",16,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",16,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",16,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",16,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",16,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",16,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",16,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",16,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",16,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",16,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",16,"Fold02"
31.6612104880331,31.6612104880331,31.6612104880331,"Informational_Duration",16,"Fold02"
29.5333365902607,29.5333365902607,29.5333365902607,"OperatingSystems",16,"Fold02"
27.5933300045904,27.5933300045904,27.5933300045904,"Weekend",16,"Fold02"
23.6521287823393,23.6521287823393,23.6521287823393,"Informational",16,"Fold02"
18.6416979152428,18.6416979152428,18.6416979152428,"VisitorType",16,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",15,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",15,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",15,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",15,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",15,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",15,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",15,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",15,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",15,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",15,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",15,"Fold02"
31.6612104880331,31.6612104880331,31.6612104880331,"Informational_Duration",15,"Fold02"
29.5333365902607,29.5333365902607,29.5333365902607,"OperatingSystems",15,"Fold02"
27.5933300045904,27.5933300045904,27.5933300045904,"Weekend",15,"Fold02"
23.6521287823393,23.6521287823393,23.6521287823393,"Informational",15,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",14,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",14,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",14,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",14,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",14,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",14,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",14,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",14,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",14,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",14,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",14,"Fold02"
31.6612104880331,31.6612104880331,31.6612104880331,"Informational_Duration",14,"Fold02"
29.5333365902607,29.5333365902607,29.5333365902607,"OperatingSystems",14,"Fold02"
27.5933300045904,27.5933300045904,27.5933300045904,"Weekend",14,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",13,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",13,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",13,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",13,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",13,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",13,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",13,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",13,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",13,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",13,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",13,"Fold02"
31.6612104880331,31.6612104880331,31.6612104880331,"Informational_Duration",13,"Fold02"
29.5333365902607,29.5333365902607,29.5333365902607,"OperatingSystems",13,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",12,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",12,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",12,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",12,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",12,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",12,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",12,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",12,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",12,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",12,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",12,"Fold02"
31.6612104880331,31.6612104880331,31.6612104880331,"Informational_Duration",12,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",11,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",11,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",11,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",11,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",11,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",11,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",11,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",11,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",11,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",11,"Fold02"
41.1488821119238,41.1488821119238,41.1488821119238,"Administrative",11,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",10,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",10,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",10,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",10,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",10,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",10,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",10,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",10,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",10,"Fold02"
43.3091799276487,43.3091799276487,43.3091799276487,"ProductRelated_Duration",10,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",9,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",9,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",9,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",9,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",9,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",9,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",9,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",9,"Fold02"
43.4920639291576,43.4920639291576,43.4920639291576,"Administrative_Duration",9,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",8,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",8,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",8,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",8,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",8,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",8,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",8,"Fold02"
44.515603862699,44.515603862699,44.515603862699,"TrafficType",8,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",7,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",7,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",7,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",7,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",7,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",7,"Fold02"
44.6147237240219,44.6147237240219,44.6147237240219,"BounceRates",7,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",6,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",6,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",6,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",6,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",6,"Fold02"
45.5474239305206,45.5474239305206,45.5474239305206,"ProductRelated",6,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",5,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",5,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",5,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",5,"Fold02"
45.642443210385,45.642443210385,45.642443210385,"Browser",5,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",4,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",4,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",4,"Fold02"
49.7075564579863,49.7075564579863,49.7075564579863,"ExitRates",4,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",3,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",3,"Fold02"
62.0391816409091,62.0391816409091,62.0391816409091,"Region",3,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",2,"Fold02"
77.1476855445194,77.1476855445194,77.1476855445194,"Month",2,"Fold02"
237.4110225363,237.4110225363,237.4110225363,"PageValues",1,"Fold02"
225.878369974321,225.878369974321,225.878369974321,"PageValues",17,"Fold03"
77.9549124530298,77.9549124530298,77.9549124530298,"Month",17,"Fold03"
66.5638098020524,66.5638098020524,66.5638098020524,"Region",17,"Fold03"
51.2261339969724,51.2261339969724,51.2261339969724,"ExitRates",17,"Fold03"
47.3945500462083,47.3945500462083,47.3945500462083,"Browser",17,"Fold03"
44.1465460711919,44.1465460711919,44.1465460711919,"ProductRelated",17,"Fold03"
43.8062328015179,43.8062328015179,43.8062328015179,"ProductRelated_Duration",17,"Fold03"
43.593755998974,43.593755998974,43.593755998974,"TrafficType",17,"Fold03"
42.263287779654,42.263287779654,42.263287779654,"BounceRates",17,"Fold03"
41.7801479935682,41.7801479935682,41.7801479935682,"Administrative_Duration",17,"Fold03"
40.6422295508191,40.6422295508191,40.6422295508191,"Administrative",17,"Fold03"
31.451421683543,31.451421683543,31.451421683543,"Informational_Duration",17,"Fold03"
29.3958416505415,29.3958416505415,29.3958416505415,"Weekend",17,"Fold03"
27.4218378923664,27.4218378923664,27.4218378923664,"OperatingSystems",17,"Fold03"
23.9966012146289,23.9966012146289,23.9966012146289,"Informational",17,"Fold03"
20.3399777674968,20.3399777674968,20.3399777674968,"VisitorType",17,"Fold03"
6.85550931209906,6.85550931209906,6.85550931209906,"SpecialDay",17,"Fold03"
225.878369974321,225.878369974321,225.878369974321,"PageValues",16,"Fold03"
77.9549124530298,77.9549124530298,77.9549124530298,"Month",16,"Fold03"
66.5638098020524,66.5638098020524,66.5638098020524,"Region",16,"Fold03"
51.2261339969724,51.2261339969724,51.2261339969724,"ExitRates",16,"Fold03"
47.3945500462083,47.3945500462083,47.3945500462083,"Browser",16,"Fold03"
44.1465460711919,44.1465460711919,44.1465460711919,"ProductRelated",16,"Fold03"
43.8062328015179,43.8062328015179,43.8062328015179,"ProductRelated_Duration",16,"Fold03"
43.593755998974,43.593755998974,43.593755998974,"TrafficType",16,"Fold03"
42.263287779654,42.263287779654,42.263287779654,"BounceRates",16,"Fold03"
41.7801479935682,41.7801479935682,41.7801479935682,"Administrative_Duration",16,"Fold03"
40.6422295508191,40.6422295508191,40.6422295508191,"Administrative",16,"Fold03"
31.451421683543,31.451421683543,31.451421683543,"Informational_Duration",16,"Fold03"
29.3958416505415,29.3958416505415,29.3958416505415,"Weekend",16,"Fold03"
27.4218378923664,27.4218378923664,27.4218378923664,"OperatingSystems",16,"Fold03"
23.9966012146289,23.9966012146289,23.9966012146289,"Informational",16,"Fold03"
20.3399777674968,20.3399777674968,20.3399777674968,"VisitorType",16,"Fold03"
225.878369974321,225.878369974321,225.878369974321,"PageValues",15,"Fold03"
77.9549124530298,77.9549124530298,77.9549124530298,"Month",15,"Fold03"
66.5638098020524,66.5638098020524,66.5638098020524,"Region",15,"Fold03"
51.2261339969724,51.2261339969724,51.2261339969724,"ExitRates",15,"Fold03"
47.3945500462083,47.3945500462083,47.3945500462083,"Browser",15,"Fold03"
44.1465460711919,44.1465460711919,44.1465460711919,"ProductRelated",15,"Fold03"
43.8062328015179,43.8062328015179,43.8062328015179,"ProductRelated_Duration",15,"Fold03"
43.593755998974,43.593755998974,43.593755998974,"TrafficType",15,"Fold03"
42.263287779654,42.263287779654,42.263287779654,"BounceRates",15,"Fold03"
41.7801479935682,41.7801479935682,41.7801479935682,"Administrative_Duration",15,"Fold03"
40.6422295508191,40.6422295508191,40.6422295508191,"Administrative",15,"Fold03"
31.451421683543,31.451421683543,31.451421683543,"Informational_Duration",15,"Fold03"
29.3958416505415,29.3958416505415,29.3958416505415,"Weekend",15,"Fold03"
27.4218378923664,27.4218378923664,27.4218378923664,"OperatingSystems",15,"Fold03"
23.9966012146289,23.9966012146289,23.9966012146289,"Informational",15,"Fold03"
225.878369974321,225.878369974321,225.878369974321,"PageValues",14,"Fold03"
77.9549124530298,77.9549124530298,77.9549124530298,"Month",14,"Fold03"
